0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018518519,,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018518519,,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24,2,0,0,0,0,0,0,3,25,0.408754209,,0,0,0,0,0,576,4,0,0,0,0,0,0,9,625
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018518519,,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,11,0,0,0,0,16,0.390909091,,0,784,0,0,0,0,0,0,0,121,0,0,0,0,256
0,30,0,0,0,0,0,0,20,0,0,5,0,0,0,0.446127946,,0,900,0,0,0,0,0,0,400,0,0,25,0,0,0
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018518519,,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.982154882,,2916,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,6,0,0,40,6,1,0,0.563973064,,0,1,1,0,0,0,0,0,36,0,0,1600,36,1,0
1,52,0,0,0,0,0,0,0,0,0,1,0,1,0,0.911447811,,1,2704,0,0,0,0,0,0,0,0,0,1,0,1,0
1,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0.946464646,,1,2809,0,0,0,0,0,0,0,0,0,0,0,0,1
0,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0.946464646,,0,2809,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,2,53,0,0,0,0,0.947138047,,0,0,0,0,0,0,0,0,0,4,2809,0,0,0,0
0,0,0,0,0,18,0,0,0,5,0,0,0,3,28,0.384511785,,0,0,0,0,0,324,0,0,0,25,0,0,0,9,784
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.018518519,,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,0,2,13,0,0,0,6,0,0,0,0,14,0.271043771,,0,0,400,0,4,169,0,0,0,36,0,0,0,0,196
0,0,1,0,0,13,0,0,0,40,0,0,0,0,1,0.596296296,,0,0,1,0,0,169,0,0,0,1600,0,0,0,0,1
0,0,0,0,0,0,1,1,7,1,0,42,1,2,0,0.613131313,,0,0,0,0,0,0,1,1,49,1,0,1764,1,4,0
0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0.982154882,,0,0,0,0,0,0,0,0,0,1,2916,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,21,0,34,0.537710438,,0,0,0,0,0,0,0,0,0,0,0,0,441,0,1156
0,0,0,0,0,51,0,0,0,3,0,0,0,0,1,0.879124579,,0,0,0,0,0,2601,0,0,0,9,0,0,0,0,1
0,0,0,0,0,1,0,1,4,0,0,42,6,1,0,0.612457912,,0,0,0,0,0,1,0,1,16,0,0,1764,36,1,0
9,0,0,0,0,8,0,0,0,37,1,0,0,0,0,0.51010101,,81,0,0,0,0,64,0,0,0,1369,1,0,0,0,0
0,0,0,0,0,43,0,0,0,10,0,0,0,0,2,0.657575758,,0,0,0,0,0,1849,0,0,0,100,0,0,0,0,4
0,38,0,0,0,2,0,0,4,1,0,1,1,1,7,0.510774411,,0,1444,0,0,0,4,0,0,16,1,0,1,1,1,49
0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0.982154882,,0,0,0,0,0,0,0,0,0,1,2916,0,0,0,0
0,0,0,0,0,45,0,0,2,0,0,1,0,3,4,0.691919192,,0,0,0,0,0,2025,0,0,4,0,0,1,0,9,16
